No Of Rooms,Arrival date,Departure date,Room night,Adult,Child,F.Child,T.Pax,Room Type,Country,total rate net,Booking date,Travel Agent,arrival_day,arrival_month,arrival_weekday,booking_day_diff,ADR,Occupancy Rate,RevPAR,Occupancy Rate %,arrival_month_year
1,2024-04-20,2024-05-04,14,2,0,0,2,Deluxe GV,Germany,71123.64,2024-01-18,Direct bookings,20,4,5,93,5080.26,2.06%,104.9021239,2.064896755,2024-04
1,2024-03-27,2024-03-29,2,1,1,0,2,Deluxe GV,Switzerland,10162.16,2024-03-27,Direct bookings,27,3,2,0,5081.08,0.29%,14.98843658,0.2949852507,2024-03
1,2024-03-27,2024-03-29,2,1,1,0,2,Deluxe GV,Austria,10162.16,2024-03-27,Direct bookings,27,3,2,0,5081.08,0.29%,14.98843658,0.2949852507,2024-03
1,2024-11-26,2024-12-10,14,2,0,0,2,Deluxe GV,Germany,54319.86,2024-08-20,Direct bookings,26,11,1,98,3879.99,2.06%,80.11778761,2.064896755,2024-11
1,2024-02-06,2024-02-13,7,2,0,0,2,Deluxe GV,Hungaria,17198.72,2024-02-01,Direct bookings,6,2,1,5,2456.96,1.03%,25.36684366,1.032448378,2024-02
1,2024-03-29,2024-04-05,7,2,0,0,2,Deluxe GV,Germany,40318.39,2023-12-21,Direct bookings,29,3,4,99,5759.77,1.03%,59.46665192,1.032448378,2024-03
1,2025-01-11,2025-01-21,10,2,0,0,2,Deluxe GV,Netherlands Antilles,48868.3,2024-11-08,Direct bookings,11,1,5,64,4886.83,1.47%,72.07713864,1.474926254,2025-01
1,2025-01-11,2025-01-21,10,2,0,0,2,Deluxe GV,Netherlands,48868.3,2024-11-08,Direct bookings,11,1,5,64,4886.83,1.47%,72.07713864,1.474926254,2025-01
1,2024-02-05,2024-02-06,1,2,0,0,2,Deluxe GV,Germany,2475.07,2024-02-05,Direct bookings,5,2,0,0,2475.07,0.15%,3.650545723,0.1474926254,2024-02
1,2024-02-05,2024-02-06,1,2,0,0,2,Deluxe GV,France,2475.07,2024-02-05,Direct bookings,5,2,0,0,2475.07,0.15%,3.650545723,0.1474926254,2024-02
1,2023-12-30,2024-01-06,7,2,0,0,2,Deluxe GV,Germany,18205.88,2023-12-12,Direct bookings,30,12,5,18,2600.84,1.03%,26.85233038,1.032448378,2023-12
1,2024-08-04,2024-08-16,12,2,0,0,2,Deluxe GV,Germany,67487.16,2024-06-06,Direct bookings,4,8,6,59,5623.93,1.77%,99.53858407,1.769911504,2024-08
1,2024-03-25,2024-03-27,2,1,0,0,1,Deluxe GV,China,5681.38,2024-03-25,Direct bookings,25,3,0,0,2840.69,0.29%,8.379616519,0.2949852507,2024-03
1,2025-05-12,2025-05-21,9,2,0,0,2,Deluxe GV,Germany,47609.19,2025-03-08,Direct bookings,12,5,0,65,5289.91,1.33%,70.22004425,1.327433628,2025-05
1,2024-07-04,2024-07-08,4,2,2,0,4,Deluxe GV,Egypt,22556.36,2024-06-24,Direct bookings,4,7,3,10,5639.09,0.59%,33.26896755,0.5899705015,2024-07
1,2024-07-29,2024-07-31,2,1,0,0,1,Deluxe GV,Egypt,10651.64,2024-07-25,Direct bookings,29,7,0,4,5325.82,0.29%,15.71038348,0.2949852507,2024-07
1,2024-06-02,2024-06-05,3,2,0,0,2,Deluxe GV,Egypt,18638.76,2024-05-20,Direct bookings,2,6,6,13,6212.92,0.44%,27.49079646,0.4424778761,2024-06
1,2024-10-10,2024-10-21,11,2,0,0,2,Deluxe GV,Czech Republic,64281.25,2024-10-03,Direct bookings,10,10,3,7,5843.75,1.62%,94.81010324,1.622418879,2024-10
1,2024-08-16,2024-08-22,6,2,0,0,2,Deluxe GV,Russia,32138.16,2024-07-20,Direct bookings,16,8,4,27,5356.36,0.88%,47.40141593,0.8849557522,2024-08
1,2024-07-25,2024-07-29,4,2,1,0,3,Deluxe GV,Egypt,26508,2024-07-17,Direct bookings,25,7,3,8,6627,0.59%,39.09734513,0.5899705015,2024-07
1,2024-11-12,2024-11-13,1,1,0,0,1,Deluxe GV,Poland,5090.6,2024-08-20,Direct bookings,12,11,1,84,5090.6,0.15%,7.508259587,0.1474926254,2024-11
1,2024-07-15,2024-07-25,10,2,1,0,3,Deluxe GV,Armenia,45009.4,2024-06-20,Direct bookings,15,7,0,25,4500.94,1.47%,66.38554572,1.474926254,2024-07
1,2025-01-29,2025-02-02,4,2,0,0,2,Deluxe GV,Egypt,24436.08,2024-12-29,Direct bookings,29,1,2,31,6109.02,0.59%,36.04141593,0.5899705015,2025-01
1,2024-09-29,2024-10-04,5,2,1,0,3,Deluxe GV,Egypt,31367.45,2024-09-26,Direct bookings,29,9,6,3,6273.49,0.74%,46.26467552,0.7374631268,2024-09
1,2024-01-26,2024-02-02,7,2,0,0,2,Deluxe GV,Sweden,17792.18,2024-01-22,Direct bookings,26,1,4,4,2541.74,1.03%,26.24215339,1.032448378,2024-01
1,2024-01-26,2024-02-02,7,2,0,0,2,Deluxe GV,SERBIA,17792.18,2024-01-22,Direct bookings,26,1,4,4,2541.74,1.03%,26.24215339,1.032448378,2024-01
1,2024-01-28,2024-02-05,8,2,0,0,2,Deluxe GV,Germany,16009.6,2024-01-16,Direct bookings,28,1,6,12,2001.2,1.18%,23.61297935,1.179941003,2024-01
1,2024-08-22,2024-08-25,3,2,2,0,4,Deluxe GV,Egypt,22960.26,2024-08-12,Direct bookings,22,8,3,10,7653.42,0.44%,33.86469027,0.4424778761,2024-08
1,2024-08-22,2024-08-25,3,2,2,0,4,Deluxe GV,Egypt,22960.26,2024-08-12,Direct bookings,22,8,3,10,7653.42,0.44%,33.86469027,0.4424778761,2024-08
1,2025-04-24,2025-04-28,4,2,1,0,3,Deluxe GV,Germany,30733.08,2025-03-27,Direct bookings,24,4,3,28,7683.27,0.59%,45.32902655,0.5899705015,2025-04
1,2025-01-23,2025-01-28,5,2,1,0,3,Deluxe GV,Germany,26467.7,2025-01-17,Direct bookings,23,1,3,6,5293.54,0.74%,39.0379056,0.7374631268,2025-01
1,2025-01-23,2025-01-28,5,2,1,0,3,Deluxe GV,Turkey,26467.7,2025-01-17,Direct bookings,23,1,3,6,5293.54,0.74%,39.0379056,0.7374631268,2025-01
1,2024-12-10,2024-12-17,7,2,0,0,2,Deluxe GV,Germany,25022.76,2024-05-04,Direct bookings,10,12,1,220,3574.68,1.03%,36.90672566,1.032448378,2024-12
1,2023-12-08,2023-12-22,14,2,0,0,2,Deluxe GV,Germany,34645.66,2023-05-28,Direct bookings,8,12,4,194,2474.69,2.06%,51.09979351,2.064896755,2023-12
1,2023-12-23,2023-12-30,7,2,0,0,2,Deluxe GV,Germany,15217.65,2023-11-11,Direct bookings,23,12,5,42,2173.95,1.03%,22.4449115,1.032448378,2023-12
1,2023-12-23,2023-12-30,7,2,0,0,2,Deluxe GV,France,15217.65,2023-11-11,Direct bookings,23,12,5,42,2173.95,1.03%,22.4449115,1.032448378,2023-12
1,2025-02-25,2025-03-08,11,2,0,0,2,Deluxe GV,Belarus,44430.1,2024-11-20,Direct bookings,25,2,1,97,4039.1,1.62%,65.53112094,1.622418879,2025-02
1,2024-02-19,2024-02-26,7,1,1,0,2,Deluxe GV,France,16539.39,2024-01-17,Direct bookings,19,2,0,33,2362.77,1.03%,24.39438053,1.032448378,2024-02
1,2025-02-26,2025-03-06,8,1,1,0,2,Deluxe GV,France,41131.76,2025-01-06,Direct bookings,26,2,2,51,5141.47,1.18%,60.66631268,1.179941003,2025-02
1,2024-06-06,2024-06-10,4,2,0,0,2,Deluxe GV,Germany,16250.52,2024-06-05,Direct bookings,6,6,3,1,4062.63,0.59%,23.96831858,0.5899705015,2024-06
1,2025-05-04,2025-05-13,9,2,0,0,2,Deluxe GV,Germany,47563.56,2025-05-01,Direct bookings,4,5,6,3,5284.84,1.33%,70.15274336,1.327433628,2025-05
1,2025-04-12,2025-04-19,7,2,0,0,2,Deluxe GV,Germany,43244.95,2025-01-30,Direct bookings,12,4,5,72,6177.85,1.03%,63.78311209,1.032448378,2025-04
1,2025-03-16,2025-03-23,7,1,0,0,1,Deluxe GV,Russia,29128.26,2025-02-20,Direct bookings,16,3,6,24,4161.18,1.03%,42.9620354,1.032448378,2025-03
1,2024-04-19,2024-04-28,9,2,0,0,2,Deluxe GV,Germany,50438.16,2024-03-24,Direct bookings,19,4,4,26,5604.24,1.33%,74.39256637,1.327433628,2024-04
1,2024-03-11,2024-03-24,13,2,0,0,2,Deluxe GV,Germany,69034.29,2024-01-14,Direct bookings,11,3,0,57,5310.33,1.92%,101.8204867,1.91740413,2024-03
1,2025-02-02,2025-02-09,7,2,0,0,2,Deluxe GV,Germany,27769.63,2024-12-17,Direct bookings,2,2,6,47,3967.09,1.03%,40.95815634,1.032448378,2025-02
1,2025-02-02,2025-02-09,7,2,0,0,2,Deluxe GV,Austria,27769.63,2024-12-17,Direct bookings,2,2,6,47,3967.09,1.03%,40.95815634,1.032448378,2025-02
1,2024-03-02,2024-03-11,9,2,0,0,2,Deluxe GV,Russia,19130.13,2024-02-19,Direct bookings,2,3,5,12,2125.57,1.33%,28.21553097,1.327433628,2024-03
1,2024-04-09,2024-04-13,4,2,0,0,2,Deluxe GV,Turkey,22849.24,2024-03-21,Direct bookings,9,4,1,19,5712.31,0.59%,33.70094395,0.5899705015,2024-04
1,2025-01-21,2025-01-25,4,2,0,0,2,Deluxe GV,England,22651.12,2024-12-10,Direct bookings,21,1,1,42,5662.78,0.59%,33.40873156,0.5899705015,2025-01
1,2024-07-08,2024-07-15,7,2,1,0,3,Deluxe GV,Armenia,47269.74,2024-07-04,Direct bookings,8,7,0,4,6752.82,1.03%,69.71938053,1.032448378,2024-07
1,2025-02-20,2025-02-24,4,2,0,0,2,Deluxe GV,Germany,18528.28,2024-11-21,Direct bookings,20,2,3,91,4632.07,0.59%,27.32784661,0.5899705015,2025-02
1,2024-01-22,2024-01-24,2,2,0,0,2,Deluxe GV,China,4347.76,2024-01-15,Direct bookings,22,1,0,7,2173.88,0.29%,6.412625369,0.2949852507,2024-01
1,2024-03-25,2024-03-27,2,1,0,0,1,Deluxe GV,China,9999.26,2024-03-12,Direct bookings,25,3,0,13,4999.63,0.29%,14.74817109,0.2949852507,2024-03
1,2025-05-19,2025-06-01,13,1,0,0,1,Deluxe GV,Russia,67421.38,2025-05-02,Direct bookings,19,5,0,17,5186.26,1.92%,99.44156342,1.91740413,2025-05
1,2024-05-02,2024-05-09,7,2,1,0,3,Deluxe GV,Saudi Arabia,51380.21,2024-04-17,Direct bookings,2,5,3,15,7340.03,1.03%,75.78202065,1.032448378,2024-05
1,2024-07-19,2024-07-22,3,2,2,1,5,Deluxe GV,Egypt,18536.34,2024-07-18,Direct bookings,19,7,4,1,6178.78,0.44%,27.33973451,0.4424778761,2024-07
1,2024-02-15,2024-02-18,3,1,0,0,1,Deluxe GV,Italia,7088.31,2024-01-27,Direct bookings,15,2,3,19,2362.77,0.44%,10.45473451,0.4424778761,2024-02
1,2024-10-13,2024-10-27,14,1,0,0,1,Deluxe GV,Germany,3000,2024-10-13,Direct bookings,13,10,6,0,214.2857143,2.06%,4.424778761,2.064896755,2024-10
1,2024-10-13,2024-10-27,14,1,0,0,1,Deluxe GV,Germany,3000,2024-10-13,Direct bookings,13,10,6,0,214.2857143,2.06%,4.424778761,2.064896755,2024-10
1,2025-05-09,2025-05-16,7,2,2,0,4,Deluxe GV,Czech Republic,25889.43,2024-12-21,Direct bookings,9,5,4,139,3698.49,1.03%,38.185,1.032448378,2025-05
1,2024-01-21,2024-01-27,6,1,0,0,1,Deluxe GV,Germany,12804.06,2024-01-11,Direct bookings,21,1,6,10,2134.01,0.88%,18.88504425,0.8849557522,2024-01
1,2024-09-01,2024-09-15,14,2,1,0,3,Deluxe GV,Germany,70955.22,2024-08-05,Direct bookings,1,9,6,27,5068.23,2.06%,104.6537168,2.064896755,2024-09
1,2024-08-18,2024-08-22,4,2,1,0,3,Deluxe GV,Egypt,25798.88,2024-08-17,Direct bookings,18,8,6,1,6449.72,0.59%,38.05144543,0.5899705015,2024-08
1,2025-01-18,2025-01-29,11,1,0,0,1,Deluxe GV,Germany,37844.95,2024-12-17,Direct bookings,18,1,5,32,3440.45,1.62%,55.81851032,1.622418879,2025-01
1,2025-03-06,2025-03-09,3,2,0,0,2,Deluxe GV,France,16142.01,2024-12-18,Direct bookings,6,3,3,78,5380.67,0.44%,23.80827434,0.4424778761,2025-03
1,2024-03-22,2024-04-05,14,2,1,0,3,Deluxe GV,Germany,54059.88,2024-01-18,Direct bookings,22,3,4,64,3861.42,2.06%,79.73433628,2.064896755,2024-03
1,2024-08-28,2024-08-31,3,2,0,0,2,Deluxe GV,Egypt,16447.38,2024-08-07,Direct bookings,28,8,2,21,5482.46,0.44%,24.25867257,0.4424778761,2024-08
1,2024-05-28,2024-06-02,5,2,0,0,2,Deluxe GV,Egypt,26663.7,2024-03-27,Direct bookings,28,5,1,62,5332.74,0.74%,39.32699115,0.7374631268,2024-05
1,2025-04-30,2025-05-08,8,2,0,0,2,Deluxe GV,Germany,54956.88,2025-04-23,Direct bookings,30,4,2,7,6869.61,1.18%,81.05734513,1.179941003,2025-04
1,2024-05-09,2024-05-16,7,2,0,0,2,Deluxe GV,Germany,50368.36,2024-05-06,Direct bookings,9,5,3,3,7195.48,1.03%,74.28961652,1.032448378,2024-05
1,2025-02-21,2025-03-03,10,1,0,0,1,Deluxe GV,Germany,39166.9,2025-01-25,Direct bookings,21,2,4,27,3916.69,1.47%,57.76828909,1.474926254,2025-02
1,2025-02-15,2025-02-21,6,2,1,0,3,Deluxe GV,Slovenia,23637.18,2025-02-11,Direct bookings,15,2,5,4,3939.53,0.88%,34.86309735,0.8849557522,2025-02
1,2025-02-15,2025-02-21,6,2,1,0,3,Deluxe GV,Germany,23637.18,2025-02-11,Direct bookings,15,2,5,4,3939.53,0.88%,34.86309735,0.8849557522,2025-02
1,2024-01-13,2024-01-19,6,1,0,0,1,Deluxe GV,Germany,9311.04,2024-01-10,Direct bookings,13,1,5,3,1551.84,0.88%,13.73309735,0.8849557522,2024-01
1,2024-07-01,2024-07-08,7,2,1,0,3,Deluxe GV,Armenia,49979.16,2024-06-28,Direct bookings,1,7,0,3,7139.88,1.03%,73.71557522,1.032448378,2024-07
1,2025-04-25,2025-04-30,5,2,1,0,3,Deluxe GV,Tunesia,44253.75,2025-04-15,Direct bookings,25,4,4,10,8850.75,0.74%,65.2710177,0.7374631268,2025-04
1,2024-07-22,2024-07-31,9,2,1,0,3,Deluxe GV,Egypt,58873.05,2024-02-24,Direct bookings,22,7,0,149,6541.45,1.33%,86.83340708,1.327433628,2024-07
1,2024-04-05,2024-04-14,9,2,2,0,4,Deluxe GV,Germany,41280.93,2024-01-10,Direct bookings,5,4,4,86,4586.77,1.33%,60.88632743,1.327433628,2024-04
1,2024-03-08,2024-03-22,14,1,0,0,1,Deluxe GV,Germany,62566.84,2023-11-11,Direct bookings,8,3,4,118,4469.06,2.06%,92.28147493,2.064896755,2024-03
1,2024-10-31,2024-11-10,10,2,0,0,2,Deluxe GV,Germany,50253.9,2024-06-25,Direct bookings,31,10,3,128,5025.39,1.47%,74.12079646,1.474926254,2024-10
1,2024-10-31,2024-11-10,10,2,0,0,2,Deluxe GV,Austria,50253.9,2024-06-25,Direct bookings,31,10,3,128,5025.39,1.47%,74.12079646,1.474926254,2024-10
1,2024-08-24,2024-08-28,4,2,0,0,2,Deluxe GV,Egypt,27814.8,2024-08-21,Direct bookings,24,8,5,3,6953.7,0.59%,41.02477876,0.5899705015,2024-08
1,2024-02-18,2024-02-23,5,2,0,0,2,Deluxe GV,Germany,16855.8,2024-02-18,Direct bookings,18,2,6,0,3371.16,0.74%,24.86106195,0.7374631268,2024-02
1,2024-08-03,2024-08-10,7,3,0,0,3,Deluxe GV,Czech Republic,54388.88,2024-06-26,Direct bookings,3,8,5,38,7769.84,1.03%,80.21958702,1.032448378,2024-08
1,2024-04-09,2024-04-13,4,1,0,0,1,Deluxe GV,Turkey,19418.52,2024-03-21,Direct bookings,9,4,1,19,4854.63,0.59%,28.64088496,0.5899705015,2024-04
1,2024-04-14,2024-04-24,10,2,0,0,2,Deluxe GV,Russia,49170.7,2024-03-13,Direct bookings,14,4,6,32,4917.07,1.47%,72.52315634,1.474926254,2024-04
1,2024-04-14,2024-04-24,10,2,0,0,2,Deluxe GV,Ukraine,49170.7,2024-03-13,Direct bookings,14,4,6,32,4917.07,1.47%,72.52315634,1.474926254,2024-04
1,2024-04-14,2024-04-24,10,2,0,0,2,Deluxe GV,Germany,49170.7,2024-03-13,Direct bookings,14,4,6,32,4917.07,1.47%,72.52315634,1.474926254,2024-04
1,2024-01-20,2024-01-21,1,2,0,0,2,Deluxe GV,Estonia,1594.18,2024-01-20,Direct bookings,20,1,5,0,1594.18,0.15%,2.351297935,0.1474926254,2024-01
1,2025-04-05,2025-04-19,14,1,1,0,2,Deluxe GV,Germany,62810.44,2024-10-20,Direct bookings,5,4,5,167,4486.46,2.06%,92.64076696,2.064896755,2025-04
1,2024-05-16,2024-05-25,9,2,0,0,2,Deluxe GV,Russia,38130.57,2024-04-17,Direct bookings,16,5,3,29,4236.73,1.33%,56.23977876,1.327433628,2024-05
1,2024-06-02,2024-06-05,3,2,0,0,2,Deluxe GV,Egypt,18638.76,2024-05-19,Direct bookings,2,6,6,14,6212.92,0.44%,27.49079646,0.4424778761,2024-06
1,2024-02-11,2024-02-15,4,1,0,0,1,Deluxe GV,Egypt,8020.04,2024-02-05,Direct bookings,11,2,6,6,2005.01,0.59%,11.82896755,0.5899705015,2024-02
1,2024-07-31,2024-08-03,3,2,1,0,3,Deluxe GV,Egypt,18473.91,2024-06-30,Direct bookings,31,7,2,31,6157.97,0.44%,27.24765487,0.4424778761,2024-07
1,2025-01-29,2025-02-02,4,2,1,0,3,Deluxe GV,Egypt,24436.08,2024-12-29,Direct bookings,29,1,2,31,6109.02,0.59%,36.04141593,0.5899705015,2025-01
1,2024-08-22,2024-08-24,2,3,1,0,4,Deluxe GV,Egypt,18059.2,2024-08-15,Direct bookings,22,8,3,7,9029.6,0.29%,26.6359882,0.2949852507,2024-08
1,2024-08-22,2024-08-24,2,3,1,0,4,Deluxe GV,Egypt,18059.2,2024-08-15,Direct bookings,22,8,3,7,9029.6,0.29%,26.6359882,0.2949852507,2024-08
1,2024-06-05,2024-06-14,9,2,2,0,4,Deluxe GV,Egypt,47579.94,2024-06-04,Direct bookings,5,6,2,1,5286.66,1.33%,70.17690265,1.327433628,2024-06
1,2023-12-24,2023-12-31,7,2,1,0,3,Deluxe GV,Germany,16405.34,2023-10-25,Direct bookings,24,12,6,60,2343.62,1.03%,24.19666667,1.032448378,2023-12
1,2025-03-03,2025-03-06,3,2,0,0,2,Deluxe GV,Germany,23230.08,2025-02-23,Direct bookings,3,3,0,8,7743.36,0.44%,34.26265487,0.4424778761,2025-03
1,2025-03-03,2025-03-06,3,2,0,0,2,Deluxe GV,Vietnam,23230.08,2025-02-23,Direct bookings,3,3,0,8,7743.36,0.44%,34.26265487,0.4424778761,2025-03
1,2024-08-12,2024-08-18,6,2,1,0,3,Deluxe GV,Netherlands,46658.58,2024-07-13,Direct bookings,12,8,0,30,7776.43,0.88%,68.8179646,0.8849557522,2024-08
1,2025-03-09,2025-03-14,5,2,1,0,3,Deluxe GV,Czech Republic,21813.9,2025-02-25,Direct bookings,9,3,6,12,4362.78,0.74%,32.17389381,0.7374631268,2025-03
1,2025-03-31,2025-04-05,5,2,2,0,4,Deluxe GV,Egypt,42293.25,2025-02-13,Direct bookings,31,3,0,46,8458.65,0.74%,62.37942478,0.7374631268,2025-03
1,2024-05-25,2024-05-28,3,2,0,0,2,Deluxe GV,Egypt,17515.89,2024-05-03,Direct bookings,25,5,5,22,5838.63,0.44%,25.83464602,0.4424778761,2024-05
1,2025-02-04,2025-02-08,4,2,1,0,3,Deluxe GV,Egypt,24436.08,2025-01-05,Direct bookings,4,2,1,30,6109.02,0.59%,36.04141593,0.5899705015,2025-02
1,2024-04-26,2024-05-02,6,2,0,0,2,Deluxe GV,Russia,39319.68,2024-04-26,Direct bookings,26,4,4,0,6553.28,0.88%,57.99362832,0.8849557522,2024-04
1,2025-02-08,2025-02-15,7,2,0,0,2,Deluxe GV,Germany,25523.12,2024-10-30,Direct bookings,8,2,5,101,3646.16,1.03%,37.64471976,1.032448378,2025-02
1,2024-12-11,2024-12-12,1,1,0,0,1,Deluxe GV,Germany,3292.52,2024-11-14,Direct bookings,11,12,2,27,3292.52,0.15%,4.856224189,0.1474926254,2024-12
1,2024-04-24,2024-04-26,2,2,0,0,2,Deluxe GV,Austria,13399.08,2024-04-18,Direct bookings,24,4,2,6,6699.54,0.29%,19.76265487,0.2949852507,2024-04
1,2024-10-07,2024-10-13,6,2,1,0,3,Deluxe GV,Germany,34496.22,2024-10-06,Direct bookings,7,10,0,1,5749.37,0.88%,50.87938053,0.8849557522,2024-10
1,2024-10-27,2024-10-30,3,2,1,0,3,Deluxe GV,Egypt,24547.92,2024-10-23,Direct bookings,27,10,6,4,8182.64,0.44%,36.20637168,0.4424778761,2024-10
1,2024-07-17,2024-07-21,4,2,1,0,3,Deluxe GV,Egypt,25594.4,2024-07-16,Direct bookings,17,7,2,1,6398.6,0.59%,37.74985251,0.5899705015,2024-07
1,2025-01-23,2025-01-28,5,2,1,0,3,Deluxe GV,Saudi Arabia,25763.7,2024-12-31,Direct bookings,23,1,3,23,5152.74,0.74%,37.99955752,0.7374631268,2025-01
1,2025-01-23,2025-01-28,5,2,1,0,3,Deluxe GV,Egypt,25763.7,2024-12-31,Direct bookings,23,1,3,23,5152.74,0.74%,37.99955752,0.7374631268,2025-01
1,2024-05-18,2024-05-25,7,2,1,0,3,Deluxe GV,Germany,39419.24,2024-03-14,Direct bookings,18,5,5,65,5631.32,1.03%,58.14047198,1.032448378,2024-05
1,2024-01-02,2024-01-06,4,2,1,0,3,Deluxe GV,Egypt,19131.04,2023-12-28,Direct bookings,2,1,1,5,4782.76,0.59%,28.21687316,0.5899705015,2024-01
1,2024-09-29,2024-09-30,1,2,2,0,4,Deluxe GV,Egypt,6414.48,2024-09-29,Direct bookings,29,9,6,0,6414.48,0.15%,9.460884956,0.1474926254,2024-09
1,2025-02-05,2025-02-08,3,3,0,0,3,Deluxe GV,France,23718.72,2024-12-09,Direct bookings,5,2,2,58,7906.24,0.44%,34.98336283,0.4424778761,2025-02
1,2023-12-30,2023-12-31,1,2,0,0,2,Deluxe GV,Germany,4551.48,2023-08-26,Direct bookings,30,12,5,126,4551.48,0.15%,6.713097345,0.1474926254,2023-12
1,2025-02-10,2025-02-11,1,2,0,0,2,Deluxe GV,France,2030.86,2025-02-10,Direct bookings,10,2,0,0,2030.86,0.15%,2.995368732,0.1474926254,2025-02
1,2024-12-26,2025-01-01,6,2,2,1,5,Deluxe GV,Belgium,59964.06,2024-12-07,Direct bookings,26,12,3,19,9994.01,0.88%,88.44256637,0.8849557522,2024-12
1,2024-02-21,2024-02-27,6,2,0,0,2,Deluxe GV,Germany,13453.68,2024-01-26,Direct bookings,21,2,2,26,2242.28,0.88%,19.84318584,0.8849557522,2024-02
1,2024-02-21,2024-02-27,6,2,0,0,2,Deluxe GV,Netherlands,13453.68,2024-01-26,Direct bookings,21,2,2,26,2242.28,0.88%,19.84318584,0.8849557522,2024-02
1,2025-03-06,2025-03-09,3,1,0,0,1,Deluxe GV,France,9421.74,2025-03-06,Direct bookings,6,3,3,0,3140.58,0.44%,13.89637168,0.4424778761,2025-03
1,2025-03-06,2025-03-09,3,2,2,0,4,Deluxe GV,France,19595.61,2024-12-18,Direct bookings,6,3,3,78,6531.87,0.44%,28.90207965,0.4424778761,2025-03
1,2024-02-17,2024-02-21,4,2,0,0,2,Deluxe GV,Egypt,12433.6,2024-02-08,Direct bookings,17,2,5,9,3108.4,0.59%,18.33864307,0.5899705015,2024-02
1,2024-02-17,2024-02-21,4,2,0,0,2,Deluxe GV,Egypt,12433.6,2024-02-08,Direct bookings,17,2,5,9,3108.4,0.59%,18.33864307,0.5899705015,2024-02
1,2024-08-04,2024-08-08,4,2,2,0,4,Deluxe GV,Egypt,26691.68,2024-06-18,Direct bookings,4,8,6,47,6672.92,0.59%,39.36825959,0.5899705015,2024-08
1,2024-06-13,2024-06-17,4,2,3,1,6,Deluxe GV,Egypt,23300.4,2024-06-13,Direct bookings,13,6,3,0,5825.1,0.59%,34.36637168,0.5899705015,2024-06
1,2025-01-29,2025-02-02,4,3,0,0,3,Deluxe GV,Egypt,34210.52,2024-12-28,Direct bookings,29,1,2,32,8552.63,0.59%,50.4579941,0.5899705015,2025-01
1,2024-08-08,2024-08-18,10,2,2,1,5,Deluxe GV,Germany,85066.6,2024-07-08,Direct bookings,8,8,3,31,8506.66,1.47%,125.4669617,1.474926254,2024-08
1,2024-11-16,2024-11-26,10,2,0,0,2,Deluxe GV,Germany,40802.2,2024-10-20,Direct bookings,16,11,5,27,4080.22,1.47%,60.18023599,1.474926254,2024-11
1,2025-03-17,2025-03-31,14,2,0,0,2,Deluxe GV,Germany,52575.04,2024-08-22,Direct bookings,17,3,0,207,3755.36,2.06%,77.54430678,2.064896755,2025-03
1,2025-02-02,2025-02-04,2,2,2,0,4,Deluxe GV,China,11335.32,2025-02-02,Direct bookings,2,2,6,0,5667.66,0.29%,16.71876106,0.2949852507,2025-02
1,2025-02-04,2025-02-05,1,2,2,1,5,Deluxe GV,China,4157.75,2024-12-23,Direct bookings,4,2,1,43,4157.75,0.15%,6.132374631,0.1474926254,2025-02
1,2024-10-12,2024-10-13,1,2,0,0,2,Deluxe GV,Germany,5209.86,2024-10-11,Direct bookings,12,10,5,1,5209.86,0.15%,7.684159292,0.1474926254,2024-10
1,2023-12-31,2024-01-02,2,2,0,0,2,Deluxe GV,Austria,5368.12,2023-12-29,Direct bookings,31,12,6,2,2684.06,0.29%,7.917581121,0.2949852507,2023-12
1,2023-12-16,2023-12-30,14,2,0,0,2,Deluxe GV,Germany,38322.48,2023-10-21,Direct bookings,16,12,5,56,2737.32,2.06%,56.52283186,2.064896755,2023-12
1,2024-10-01,2024-10-12,11,2,0,0,2,Deluxe GV,Belarus,49872.24,2024-06-03,Direct bookings,1,10,1,120,4533.84,1.62%,73.55787611,1.622418879,2024-10
1,2024-09-10,2024-09-17,7,2,2,0,4,Deluxe GV,Germany,36785.49,2024-04-17,Direct bookings,10,9,1,146,5255.07,1.03%,54.25588496,1.032448378,2024-09
1,2024-05-05,2024-05-14,9,2,0,0,2,Deluxe GV,French Guinea,32235.75,2024-01-08,Direct bookings,5,5,6,118,3581.75,1.33%,47.54535398,1.327433628,2024-05
1,2024-09-02,2024-09-05,3,3,1,0,4,Deluxe GV,United Arab Emirates,28942.92,2024-08-30,Direct bookings,2,9,0,3,9647.64,0.44%,42.68867257,0.4424778761,2024-09
1,2024-09-02,2024-09-05,3,3,1,0,4,Deluxe GV,Egypt,28942.92,2024-08-30,Direct bookings,2,9,0,3,9647.64,0.44%,42.68867257,0.4424778761,2024-09
1,2024-03-24,2024-03-28,4,2,0,0,2,Deluxe GV,Germany,19127.8,2024-03-15,Direct bookings,24,3,6,9,4781.95,0.59%,28.2120944,0.5899705015,2024-03
1,2024-08-22,2024-08-26,4,3,0,0,3,Deluxe GV,Egypt,38377.16,2024-08-13,Direct bookings,22,8,3,9,9594.29,0.59%,56.60348083,0.5899705015,2024-08
1,2025-04-05,2025-04-19,14,2,0,0,2,Deluxe GV,Germany,68668.6,2024-10-20,Direct bookings,5,4,5,167,4904.9,2.06%,101.2811209,2.064896755,2025-04
1,2024-12-17,2024-12-26,9,3,0,0,3,Deluxe GV,Germany,39079.89,2024-10-18,Direct bookings,17,12,1,60,4342.21,1.33%,57.63995575,1.327433628,2024-12
